fonte;categoria;Loja;titulo;preco;url_produto
mercadolivre;Celulares e Telefones;Apple;iPhone 17 512 GB - Sálvia - Distribuidor Autorizado;6.290;https://www.mercadolivre.com.br/iphone-17-512gb-salvia-distribuidor-autorizado/p/MLB1055309023#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=11&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB6655261862&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17e 512GB Preto - Distribuidor Autorizado;5.309;https://www.mercadolivre.com.br/iphone-17e-512gb-preto-distribuidor-autorizado/p/MLB1066130041#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=12&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7159822620&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17e 256GB Rosa-palido - Distribuidor Autorizado;4.229;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2B0PcPg5lBbPwyt88j9p5h5s4BddrGpgh3kC10ZKQrWZSAtEsqSEn6Kw%2BtWyNRi33fQciOjQq1fQZmRDmwa74CnLlFUi5MHVdOdupcM6dIaGZGMO9h1r1NY1173pNOUAQmXlhx%2Bu3nFG%2Fz350XVqm0j57I%2F7Lx4N7McU204pbfHYnVXhXFnqZ9HAc3lgnM5c7Ty8BPH9HOrLSGTBLFKIv1x2TOoo68E8fqj05nGz042qKZeG%2F53HnSwjufH1ssTUMFNdp%2Bh1ApsN%2BWangw8JJKtQ3jzp0PzXJcWzSRLeFgPZGuiOL%2BUua5d9ZFR5v7o5Fet6ql%2B%2FnS7heXhJRdZwH3ioBhIbBTeJg%2BnsunQHlesl0QT7BWURUiTgjzft75Bb5nbgceHfwogH51avthlmqybY9RJiORvOdq%2BbHqvR0KLmSqYRdAeXCBk7Eyr1%2FJ8bsoSklyenCgBXt4p13SsFNqY862lms%2FT6%2Brc5bbHiVZdRwGp96aH2BBL0Ljo6by72SHdZuKt%2Bxu6yjZ0eYcZ3C3SGyLLFNONkhtzLpzca%2BMZjUKvSxXF2UWwvUTIqPlX9qu9TcSliG3KQ8oO6qrmboIonPz4vINojk7ekhsDfDGTvivpC4BAAYUkxSZoLsDya4TcZwMiSJX4yLrUC6YoYntranSddrnQ3hCbTWcfUaikvbeM4sbRpRoh2aicWFZB4AAxmx6LZrhMVuxvRUzX%2F3L2Jh9bIQC6AiiCPzII8fVuEEOjSFKA04V8cH2jlHn14523jcOhyYf%2FRFUb7czfDgtjw1EvvwY7ddJGaQl8x98sCqQfowoJ2%2BCx2aTZO6Si8DEzKeTTtAVUHVGhyR46ItBvjha0T9dh4KcxcbOp8aoYsSlGB7tNOHZQlqdwufdpsj%2BGxj2L%2BAKNIeNKAyJwN4FNO682U%2FsWOfsQG8GCAYMNI0vvI9mYyg7tUoOVbLtBtdU91DBT0ILkH9g8HGpm0pPcBT9ZDB&pdp_filters=item_id%3AMLB6844711882#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1066130043&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=13&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB6844711882&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17 Pro Max 512GB - Prateado - Distribuidor Autorizado;10.619;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=dc7GNYm77AQiSQY2nVJby3hP6rcS67LWHcAu%2F9feBOJa1S2J2gQLsccDoNf9g%2FrWs8ZRa4RSF54qb4UrZitUh4F6wbzqFJVVdULuK8DbR%2FT6BjodJZPnOmmIT5hB8pcPX2CH5U6zi3jEeZd3Y0XGAmRTm5g%2FLzKBysnFPNVT%2BWak9Z973UjFcQJti4EKahXed%2BEj%2Fq8lWkN0mL5sKUiwh2zaws8kuxX3NmiIfutA%2B7QCiHYSRpAgaGyCk6Yr%2BBHFr21iihVPRH%2Fvq8cPhiX6bKOePIq%2B%2F53HFrpe8SpWcEuLTvq4Qesfg6548mQhB%2FS7k47DB0qQdGaQjRWqfY9Vs8oyKwa3nhX5dLC27FzWzapZWrL53aY4Zb1fXcbwokbsr99KG6Q0N4hL7eTihxzKDDukb3VjS2BezJrJkG8BFSFTdZAfUoXjK4qKx1m0oAhojNpuZxZe3LINO%2FV81i382ecsfxcHkJxJvvx42T1QeVz9wFR5rNibIv7%2FKI0yFaGCi0Rz23anyntJd3NbjZlbBtukoHTXQZ46OOulhP5AXLiiOQT7x0nu5bjleGgBrkGc25l4ys19P5VYuVFg1Fa2xWckhq4esZkW2SNkrloxBBzHHn7hvCkd2hEsn6TSlWDC97L82zxgYxUrYG%2Fg%2FSfNJsRkuPmRBMs5OemOJk8NXct5zZRQR%2BLOghOI4%2BBCeP8HbqoVL14vLC2LJu2ZGOFmuc32RVv9D52yea%2BQTzYYpCN03G5XfX0iyXba5dv1Re8c05AMEvlfuwmgzs%2BZ9kd1BQdnb8Op41CV4%2B2WjD9z5bvszSbyCRDVSE1e07ydsXUgLdqfxGJKZizsbE%2FWmeKvxgv9qWDD6SF9dC8Jg%2F47lsYPEKdnzENiKChDN%2BJJfORAGTu6yicy5MIWqWT4rygrXVruyCodPaGMzlEE4nc%2BvKZy6uFjNygQlXVxJ2HRow5toB8WCycpgfMrGYG6%2Bph%2FvRwytCWLAVNy&pdp_filters=item_id%3AMLB5687348374#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1055308649&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=14&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5687348374&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 17 256 GB 8 GB Preto;5.599;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=bps%2FYsjVX5ELOFuwF6ulwk3ZZ6%2Foi1VjWd4vFu6kyMyhkv4T%2BGMkqmP5urnrr5ATqGEDZtr4xgXuBK24%2FaOGd8URyauh0GmM5IKFFy99ackJoUV5edBIGmohCWeXsw6zNT8cMxfi%2B5SwBYxIIgvKeNB3oRP7540W3roBPX3aYrZswGXhI7ghqN8jWGIK%2FpE639ZVYvB99Tx8Dyb4%2FTEexS5VSkPEZZr1cfwhTEDY33scnEvi0vm2733qhDs03rrYKqWKcz8S4nZTwvTmhz8fnu%2BvwMTy2HjNWugFVzO%2FhMm3K8c4sO8Na5TTdj8n4BgE%2By3hISnfCJKlzEbiYLy4kghRDmubXPBNcy85FeYkmViwY9tV2BbfSPvRF9GTn5NjaZf3WDfac0vQWAZ%2FEDumKxeECbV4eips057JanTLOHrhKid0Oe%2Bbs7ThtxH9GssF5iD7oxFq6aSmb3ZG5C2oyvYeN70RKjbjyASy3ezQY645B2ApgTWxEJnC9O%2F%2FtufpgZV9Gynd5JNYcafa0qMG%2FzuWwTlFlK1qCpuSurg81n3fCgpQI55hx3CnXuZc%2Bmcs2llEgLWzkYuTZQcwcRjdtoQn6L71qsghGsUfVya9XHH9AtarjRJYsSCE5GWOyk7W8QXQZGb2kEpQ%2FrI%2FJ3JJQXsCE5Vmrewdv%2BH8zabSZKD6j62u8b5N0Yghaq8AkHhFgqq7H80TCTb5h%2FgDcskowlWOxljoUWI0cZXGPtdDLnW1tegsYPdzaE3RiHpa3grNZQYQwf97UGP0Uz3%2B8Ttq1ilRhHzndMFah%2F8w4CVsJJB6Z8kwXaWDjKXtqIwbqBOPSo0%2FYBNty%2FBmACnxSRRzdonu8d6mtmLMNOVNx9xYFl6HlkQikGUQ0Bth97WPdoPwHqV9zw%2BOqPHy5oth0jSnVynIIlSgb6J7AmQj93g6QRk5nKdvV3lv&pdp_filters=item_id%3AMLB4299951683#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB55308917&backend_model=search-backend&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=15&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4299951683&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone Air 256 GB - Branco-nuvem - somente eSIM - Distribuidor Autorizado;6.745;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=PAaIBVroKwAv1z3Y%2Fr1%2FLKVUEKATb9hwjao1sDTD8arH9vRXSu2hcug9BcBBqieZbgjsD%2BNF%2BFTV0U%2F0aDZ2gKxmha3y%2FIcmZ48cTPX5vJd2GOACcLMIMu9VBMASEKaNrMNCF7XSaOiTW5V3%2BADfwH4P1cP6CiFYorokTTSAuqRwlmNC8SsJ4kpSAJLU%2BGnLE60fvYWqEqB%2FB%2Bhogvef%2BCnv0LuNsMe9qfLs2cuH2V8S89bl43tc6NZf1U%2FxJj4pHtFME7kPaff4mE%2B3KHCT0yNCsIN7Z%2BdgFt%2Bj08Hed40%2Fxxu44XkU4B%2B6b5%2BySgELesNmuLAP1oaVmCaRrRIjayEPW%2B9ERx28y028Zr1TB10e9hD5JCBnkvKi0Ly61M6AfvsVzIGwv273lQZnGTAbQwf4gUSDkzap%2FPBDM5YXoBkoExEGzaiXQA2pwoR2M5RShgTLUsJLgW7XY5boxh5PSAQSseOEW%2FgGlc%2B4my0m43TDZfllU8wIut3Cy%2BTQ89xtWlVcml4sFdt2Cm%2Fp014HuSFoq6JBgmKf7Vtq%2BDSlOt%2FoKa%2BYzjRjcDv8KgeuMgosuFUycYzGQQ0bPD0a0nO1XFCWVflA0If03JbvCMOOozDpCjLDrfoEIRw4QDDIWoLrbXHniTkIbjbI58Yi6CM4Bkx9QtaY5hk5goCC73SMFWr%2BtmFfQonBQJEvPinGkjWO1cttv7TUTWmIO1n1TB85wjpKrB%2FLDIT5D8buhG%2BydE0nC7%2FKYQS377fen97KpgmQDEDAtWqu%2BEFAT2yoSHLxvKuySO4nEuQjTMeWwoUVuHnTUjTv9wmNlAIAM8K8%2BcK73pburVt80695HR2S3LjHeH96BEXKzuogEnxSx7GcK%2BnCkSrdapm1aLiwIhwQSfOrdAeHFueBNW8yy%2BkJ%2BQTYqJ3fd0DEzr0Pus%2FZIaOuh8s7IfeZvNaTYMH6K69iMjCbNQbRx%2BlRLDty4fGpaRdtE%2Fv59h87njoItMh7hhF5btVJoyY%3D&pdp_filters=item_id%3AMLB5687051718#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1054107099&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=16&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5687051718&sid=search
mercadolivre;Celulares e Telefones;Apple;Apple iPhone 16 (256 GB) - Rosa - Distribuidor Autorizado;5.000;https://www.mercadolivre.com.br/apple-iphone-16-256-gb-rosa-distribuidor-autorizado/p/MLB1040287790#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=17&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5217693736&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17 Pro Max 256GB - Azul-profundo - Distribuidor Autorizado;8.999;https://www.mercadolivre.com.br/iphone-17-pro-max-256gb-azul-profundo-distribuidor-autorizado/p/MLB1055308632#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=18&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4200164803&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17 Pro Max 512GB - Prateado - Distribuidor Autorizado;10.619;https://www.mercadolivre.com.br/iphone-17-pro-max-512gb-prateado-distribuidor-autorizado/p/MLB1055308649#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=19&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5687348374&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone Air 256 GB - Branco-nuvem - somente eSIM - Distribuidor Autorizado;6.745;https://www.mercadolivre.com.br/iphone-air-256gb-branco-nuvem-somente-esim-distribuidor-autorizado/p/MLB1054107099#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=20&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5687051718&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17 Pro Max 1TB - Laranja-cósmico - Distribuidor Autorizado;11.699;https://www.mercadolivre.com.br/iphone-17-pro-max-1tb-laranja-cosmico-distribuidor-autorizado/p/MLB1055308703#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4200164843&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 16 Pro Max (256 GB) - Titânio-preto;7.999;https://www.mercadolivre.com.br/apple-iphone-16-pro-max-256-gb-titanio-preto/p/MLB40287862#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7131641962&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 16 Pro Max (256 GB) - Titânio-preto - Bom (Recondicionado);5.359;https://www.mercadolivre.com.br/apple-iphone-16-pro-max-256-gb-titanio-preto-bom-recondicionado/p/MLB2000031489#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5144782515&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 13 Pro (128 GB) - Azul-sierra (Novo com caixa aberta);3.079;https://www.mercadolivre.com.br/apple-iphone-13-pro-128-gb-azul-sierra-novo-com-caixa-aberta/p/MLB2016198900#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7460546166&sid=search
